,country,state,county,city,google,apple
601,US,Kansas,Kingman County,N/A,1,0
602,US,Kansas,Labette County,N/A,1,0
603,US,Kansas,Leavenworth County,N/A,1,0
604,US,Kansas,McPherson County,N/A,1,0
605,US,Kansas,Morris County,N/A,1,0
606,US,Kansas,Nemaha County,N/A,1,0
607,US,Kansas,Neosho County,N/A,1,0
608,US,Kansas,Osage County,N/A,1,0
609,US,Kansas,Ottawa County,N/A,1,0
610,US,Kansas,Pawnee County,N/A,1,0
611,US,Kansas,Pottawatomie County,N/A,1,0
612,US,Kansas,Pratt County,N/A,1,0
613,US,Kansas,Reno County,N/A,1,0
614,US,Kansas,Rice County,N/A,1,0
615,US,Kansas,Riley County,N/A,1,0
616,US,Kansas,Sedgwick County,N/A,1,0
617,US,Kansas,Seward County,N/A,1,0
618,US,Kansas,Shawnee County,N/A,1,0
619,US,Kansas,Sherman County,N/A,1,0
620,US,Kansas,Stevens County,N/A,1,0
621,US,Kansas,Sumner County,N/A,1,0
622,US,Kansas,Trego County,N/A,1,0
623,US,Kansas,Wabaunsee County,N/A,1,0
624,US,Kansas,Wilson County,N/A,1,0
625,US,Kansas,Wyandotte County,N/A,1,0
626,US,Kentucky,Ballard County,N/A,1,0
627,US,Kentucky,Barren County,N/A,1,0
628,US,Kentucky,Bath County,N/A,1,0
629,US,Kentucky,Bell County,N/A,1,0
630,US,Kentucky,Boyd County,N/A,1,0
631,US,Kentucky,Boyle County,N/A,1,0
632,US,Kentucky,Bracken County,N/A,1,0
633,US,Kentucky,Breathitt County,N/A,1,0
634,US,Kentucky,Breckinridge County,N/A,1,0
635,US,Kentucky,Bullitt County,N/A,1,0
636,US,Kentucky,Caldwell County,N/A,1,0
637,US,Kentucky,Calloway County,N/A,1,0
638,US,Kentucky,Campbell County,N/A,1,0
639,US,Kentucky,Carlisle County,N/A,1,0
640,US,Kentucky,Carter County,N/A,1,0
641,US,Kentucky,Casey County,N/A,1,0
642,US,Kentucky,Edmonson County,N/A,1,0
643,US,Kentucky,Estill County,N/A,1,0
644,US,Kentucky,Fleming County,N/A,1,0
645,US,Kentucky,Garrard County,N/A,1,0
646,US,Kentucky,Graves County,N/A,1,0
647,US,Kentucky,Grayson County,N/A,1,0
648,US,Kentucky,Green County,N/A,1,0
649,US,Kentucky,Greenup County,N/A,1,0
650,US,Kentucky,Harlan County,N/A,1,0
651,US,Kentucky,Hopkins County,N/A,1,0
652,US,Kentucky,Jessamine County,N/A,1,0
653,US,Kentucky,Kenton County,N/A,1,0
654,US,Kentucky,Knott County,N/A,1,0
655,US,Kentucky,Larue County,N/A,1,0
656,US,Kentucky,Laurel County,N/A,1,0
657,US,Kentucky,Letcher County,N/A,1,0
658,US,Kentucky,Lewis County,N/A,1,0
659,US,Kentucky,McCracken County,N/A,1,0
660,US,Kentucky,McCreary County,N/A,1,0
661,US,Kentucky,Meade County,N/A,1,0
662,US,Kentucky,Menifee County,N/A,1,0
663,US,Kentucky,Metcalfe County,N/A,1,0
664,US,Kentucky,Muhlenberg County,N/A,1,0
665,US,Kentucky,Nelson County,N/A,1,0
666,US,Kentucky,Nicholas County,N/A,1,0
667,US,Kentucky,Oldham County,N/A,1,0
668,US,Kentucky,Pendleton County,N/A,1,0
669,US,Kentucky,Powell County,N/A,1,0
670,US,Kentucky,Rockcastle County,N/A,1,0
671,US,Kentucky,Rowan County,N/A,1,0
672,US,Kentucky,Simpson County,N/A,1,0
673,US,Kentucky,Todd County,N/A,1,0
674,US,Kentucky,Trigg County,N/A,1,0
675,US,Kentucky,Trimble County,N/A,1,0
676,US,Kentucky,Wolfe County,N/A,1,0
677,US,Louisiana,Acadia Parish,N/A,1,0
678,US,Louisiana,Allen Parish,N/A,1,0
679,US,Louisiana,Ascension Parish,N/A,1,0
680,US,Louisiana,Assumption Parish,N/A,1,0
681,US,Louisiana,Avoyelles Parish,N/A,1,0
682,US,Louisiana,Beauregard Parish,N/A,1,0
683,US,Louisiana,Bienville Parish,N/A,1,0
684,US,Louisiana,Bossier Parish,N/A,1,0
685,US,Louisiana,Caddo Parish,N/A,1,0
686,US,Louisiana,Calcasieu Parish,N/A,1,0
687,US,Louisiana,Caldwell Parish,N/A,1,0
688,US,Louisiana,Cameron Parish,N/A,1,0
689,US,Louisiana,Catahoula Parish,N/A,1,0
690,US,Louisiana,Claiborne Parish,N/A,1,0
691,US,Louisiana,Concordia Parish,N/A,1,0
692,US,Louisiana,De Soto Parish,N/A,1,0
693,US,Louisiana,East Baton Rouge Parish,N/A,1,0
694,US,Louisiana,East Feliciana Parish,N/A,1,0
695,US,Louisiana,Evangeline Parish,N/A,1,0
696,US,Louisiana,Franklin Parish,Columbus,1,1
697,US,Louisiana,Grant Parish,N/A,1,0
698,US,Louisiana,Iberia Parish,N/A,1,0
699,US,Louisiana,Iberville Parish,N/A,1,0
700,US,Louisiana,Jackson Parish,Kansas City,1,1
701,US,Louisiana,Jefferson Davis Parish,Louisville,1,1
702,US,Louisiana,Jefferson Parish,Louisville,1,1
703,US,Louisiana,La Salle Parish,N/A,1,0
704,US,Louisiana,Lafayette Parish,N/A,1,0
705,US,Louisiana,Lafourche Parish,N/A,1,0
706,US,Louisiana,Lincoln Parish,N/A,1,0
707,US,Louisiana,Livingston Parish,N/A,1,0
708,US,Louisiana,Madison Parish,N/A,1,0
709,US,Louisiana,Morehouse Parish,N/A,1,0
710,US,Louisiana,Natchitoches Parish,N/A,1,0
711,US,Louisiana,Orleans Parish,New Orleans,1,1
712,US,Louisiana,Ouachita Parish,N/A,1,0
713,US,Louisiana,Plaquemines Parish,N/A,1,0
714,US,Louisiana,Pointe Coupee Parish,N/A,1,0
715,US,Louisiana,Rapides Parish,N/A,1,0
716,US,Louisiana,Red River Parish,N/A,1,0
717,US,Louisiana,Richland Parish,N/A,1,0
718,US,Louisiana,Sabine Parish,N/A,1,0
719,US,Louisiana,St. Bernard Parish,N/A,1,0
720,US,Louisiana,St. Charles Parish,N/A,1,0
721,US,Louisiana,St. Helena Parish,N/A,1,0
722,US,Louisiana,St. James Parish,N/A,1,0
723,US,Louisiana,St. John the Baptist Parish,N/A,1,0
724,US,Louisiana,St. Landry Parish,N/A,1,0
725,US,Louisiana,St. Martin Parish,N/A,1,0
726,US,Louisiana,St. Mary Parish,N/A,1,0
727,US,Louisiana,St. Tammany Parish,N/A,1,0
728,US,Louisiana,Tangipahoa Parish,N/A,1,0
729,US,Louisiana,Terrebonne Parish,N/A,1,0
730,US,Louisiana,Union Parish,N/A,1,0
731,US,Louisiana,Vermilion Parish,N/A,1,0
732,US,Louisiana,Vernon Parish,N/A,1,0
733,US,Louisiana,Washington Parish,N/A,1,0
734,US,Louisiana,Webster Parish,N/A,1,0
735,US,Louisiana,West Baton Rouge Parish,N/A,1,0
736,US,Louisiana,West Carroll Parish,N/A,1,0
737,US,Louisiana,West Feliciana Parish,N/A,1,0
738,US,Louisiana,Winn Parish,N/A,1,0
739,US,Maine,Androscoggin County,N/A,1,0
740,US,Maine,Aroostook County,N/A,1,0
741,US,Maine,Kennebec County,N/A,1,0
742,US,Maine,Oxford County,N/A,1,0
743,US,Maine,Penobscot County,N/A,1,0
744,US,Maine,Piscataquis County,N/A,1,0
745,US,Maine,Sagadahoc County,N/A,1,0
746,US,Maine,Somerset County,N/A,1,0
747,US,Maine,Waldo County,N/A,1,0
748,US,Maine,York County,N/A,1,0
749,US,Maryland,Allegany County,N/A,1,0
750,US,Maryland,Anne Arundel County,N/A,1,0
751,US,Maryland,Baltimore,Baltimore,1,1
752,US,Maryland,Baltimore County,Baltimore,1,1
753,US,Maryland,Calvert County,N/A,1,0
754,US,Maryland,Caroline County,N/A,1,0
755,US,Maryland,Cecil County,N/A,1,0
756,US,Maryland,Charles County,N/A,1,0
757,US,Maryland,Dorchester County,N/A,1,0
758,US,Maryland,Frederick County,N/A,1,0
759,US,Maryland,Garrett County,N/A,1,0
760,US,Maryland,Harford County,N/A,1,0
761,US,Maryland,Prince George's County,N/A,1,0
762,US,Maryland,Queen Anne's County,N/A,1,0
763,US,Maryland,St. Mary's County,N/A,1,0
764,US,Maryland,Wicomico County,N/A,1,0
765,US,Maryland,Worcester County,N/A,1,0
766,US,Massachusetts,Barnstable County,N/A,1,0
767,US,Massachusetts,Berkshire County,N/A,1,0
768,US,Massachusetts,Bristol County,N/A,1,0
769,US,Massachusetts,Dukes County,N/A,1,0
770,US,Massachusetts,Essex County,N/A,1,0
771,US,Massachusetts,Hampden County,N/A,1,0
772,US,Massachusetts,Hampshire County,N/A,1,0
773,US,Massachusetts,Nantucket County,N/A,1,0
774,US,Massachusetts,Norfolk County,N/A,1,0
775,US,Massachusetts,Suffolk County,Boston,1,1
776,US,Michigan,Alcona County,N/A,1,0
777,US,Michigan,Alger County,N/A,1,0
778,US,Michigan,Allegan County,N/A,1,0
779,US,Michigan,Alpena County,N/A,1,0
780,US,Michigan,Antrim County,N/A,1,0
781,US,Michigan,Arenac County,N/A,1,0
782,US,Michigan,Baraga County,N/A,1,0
783,US,Michigan,Barry County,N/A,1,0
784,US,Michigan,Benzie County,N/A,1,0
785,US,Michigan,Branch County,N/A,1,0
786,US,Michigan,Charlevoix County,N/A,1,0
787,US,Michigan,Cheboygan County,N/A,1,0
788,US,Michigan,Chippewa County,N/A,1,0
789,US,Michigan,Clare County,N/A,1,0
790,US,Michigan,Eaton County,N/A,1,0
791,US,Michigan,Genesee County,N/A,1,0
792,US,Michigan,Gladwin County,N/A,1,0
793,US,Michigan,Gogebic County,N/A,1,0
794,US,Michigan,Grand Traverse County,N/A,1,0
795,US,Michigan,Gratiot County,N/A,1,0
796,US,Michigan,Hillsdale County,N/A,1,0
797,US,Michigan,Houghton County,N/A,1,0
798,US,Michigan,Huron County,N/A,1,0
799,US,Michigan,Ingham County,N/A,1,0
800,US,Michigan,Ionia County,N/A,1,0
801,US,Michigan,Iosco County,N/A,1,0
802,US,Michigan,Iron County,N/A,1,0
803,US,Michigan,Isabella County,N/A,1,0
804,US,Michigan,Kalamazoo County,N/A,1,0
805,US,Michigan,Kalkaska County,N/A,1,0
806,US,Michigan,Lapeer County,N/A,1,0
807,US,Michigan,Leelanau County,N/A,1,0
808,US,Michigan,Lenawee County,N/A,1,0
809,US,Michigan,Luce County,N/A,1,0
810,US,Michigan,Mackinac County,N/A,1,0
811,US,Michigan,Macomb County,N/A,1,0
812,US,Michigan,Manistee County,N/A,1,0
813,US,Michigan,Marquette County,N/A,1,0
814,US,Michigan,Mecosta County,N/A,1,0
815,US,Michigan,Menominee County,N/A,1,0
816,US,Michigan,Midland County,N/A,1,0
817,US,Michigan,Missaukee County,N/A,1,0
818,US,Michigan,Montcalm County,N/A,1,0
819,US,Michigan,Montmorency County,N/A,1,0
820,US,Michigan,Muskegon County,N/A,1,0
821,US,Michigan,Newaygo County,N/A,1,0
822,US,Michigan,Oakland County,N/A,1,0
823,US,Michigan,Oceana County,N/A,1,0
824,US,Michigan,Ogemaw County,N/A,1,0
825,US,Michigan,Ontonagon County,N/A,1,0
826,US,Michigan,Oscoda County,N/A,1,0
827,US,Michigan,Otsego County,N/A,1,0
828,US,Michigan,Presque Isle County,N/A,1,0
829,US,Michigan,Roscommon County,N/A,1,0
830,US,Michigan,Saginaw County,N/A,1,0
831,US,Michigan,Sanilac County,N/A,1,0
832,US,Michigan,Schoolcraft County,N/A,1,0
833,US,Michigan,Shiawassee County,N/A,1,0
834,US,Michigan,Tuscola County,N/A,1,0
835,US,Michigan,Washtenaw County,Ann Arbor,1,1
836,US,Michigan,Wexford County,N/A,1,0
837,US,Minnesota,Aitkin County,N/A,1,0
838,US,Minnesota,Anoka County,N/A,1,0
839,US,Minnesota,Becker County,N/A,1,0
840,US,Minnesota,Beltrami County,N/A,1,0
841,US,Minnesota,Big Stone County,N/A,1,0
842,US,Minnesota,Blue Earth County,N/A,1,0
843,US,Minnesota,Carlton County,N/A,1,0
844,US,Minnesota,Carver County,N/A,1,0
845,US,Minnesota,Chisago County,N/A,1,0
846,US,Minnesota,Cottonwood County,N/A,1,0
847,US,Minnesota,Crow Wing County,N/A,1,0
848,US,Minnesota,Dakota County,N/A,1,0
849,US,Minnesota,Faribault County,N/A,1,0
850,US,Minnesota,Fillmore County,N/A,1,0
851,US,Minnesota,Freeborn County,N/A,1,0
852,US,Minnesota,Goodhue County,N/A,1,0
853,US,Minnesota,Hennepin County,Minneapolis,1,1
854,US,Minnesota,Hubbard County,N/A,1,0
855,US,Minnesota,Isanti County,N/A,1,0
856,US,Minnesota,Itasca County,N/A,1,0
857,US,Minnesota,Kanabec County,N/A,1,0
858,US,Minnesota,Kandiyohi County,N/A,1,0
859,US,Minnesota,Koochiching County,N/A,1,0
860,US,Minnesota,Lac qui Parle County,N/A,1,0
861,US,Minnesota,Lake of the Woods County,N/A,1,0
862,US,Minnesota,Le Sueur County,N/A,1,0
863,US,Minnesota,Mahnomen County,N/A,1,0
864,US,Minnesota,McLeod County,N/A,1,0
865,US,Minnesota,Meeker County,N/A,1,0
866,US,Minnesota,Mille Lacs County,N/A,1,0
867,US,Minnesota,Morrison County,N/A,1,0
868,US,Minnesota,Mower County,N/A,1,0
869,US,Minnesota,Nicollet County,N/A,1,0
870,US,Minnesota,Nobles County,N/A,1,0
871,US,Minnesota,Norman County,N/A,1,0
872,US,Minnesota,Olmsted County,N/A,1,0
873,US,Minnesota,Otter Tail County,N/A,1,0
874,US,Minnesota,Pennington County,N/A,1,0
875,US,Minnesota,Pine County,N/A,1,0
876,US,Minnesota,Pipestone County,N/A,1,0
877,US,Minnesota,Ramsey County,N/A,1,0
878,US,Minnesota,Red Lake County,N/A,1,0
879,US,Minnesota,Redwood County,N/A,1,0
880,US,Minnesota,Renville County,N/A,1,0
881,US,Minnesota,Rock County,N/A,1,0
882,US,Minnesota,Roseau County,N/A,1,0
883,US,Minnesota,Sherburne County,N/A,1,0
884,US,Minnesota,Sibley County,N/A,1,0
885,US,Minnesota,St. Louis County,N/A,1,0
886,US,Minnesota,Stearns County,N/A,1,0
887,US,Minnesota,Steele County,N/A,1,0
888,US,Minnesota,Swift County,N/A,1,0
889,US,Minnesota,Wabasha County,N/A,1,0
890,US,Minnesota,Wadena County,N/A,1,0
891,US,Minnesota,Waseca County,N/A,1,0
892,US,Minnesota,Watonwan County,N/A,1,0
893,US,Minnesota,Wilkin County,N/A,1,0
894,US,Minnesota,Winona County,N/A,1,0
895,US,Minnesota,Yellow Medicine County,N/A,1,0
896,US,Mississippi,Alcorn County,N/A,1,0
897,US,Mississippi,Amite County,N/A,1,0
898,US,Mississippi,Attala County,N/A,1,0
899,US,Mississippi,Bolivar County,N/A,1,0
900,US,Mississippi,Claiborne County,N/A,1,0
901,US,Mississippi,Coahoma County,N/A,1,0
902,US,Mississippi,Copiah County,N/A,1,0
903,US,Mississippi,Forrest County,N/A,1,0
904,US,Mississippi,George County,N/A,1,0
905,US,Mississippi,Grenada County,N/A,1,0
906,US,Mississippi,Hinds County,N/A,1,0
907,US,Mississippi,Humphreys County,N/A,1,0
908,US,Mississippi,Itawamba County,N/A,1,0
909,US,Mississippi,Jefferson Davis County,Louisville,1,1
910,US,Mississippi,Kemper County,N/A,1,0
911,US,Mississippi,Leake County,N/A,1,0
912,US,Mississippi,Leflore County,N/A,1,0
913,US,Mississippi,Neshoba County,N/A,1,0
914,US,Mississippi,Noxubee County,N/A,1,0
915,US,Mississippi,Oktibbeha County,N/A,1,0
916,US,Mississippi,Panola County,N/A,1,0
917,US,Mississippi,Pearl River County,N/A,1,0
918,US,Mississippi,Pontotoc County,N/A,1,0
919,US,Mississippi,Prentiss County,N/A,1,0
920,US,Mississippi,Quitman County,N/A,1,0
921,US,Mississippi,Rankin County,N/A,1,0
922,US,Mississippi,Smith County,N/A,1,0
923,US,Mississippi,Sunflower County,N/A,1,0
924,US,Mississippi,Tallahatchie County,N/A,1,0
925,US,Mississippi,Tate County,N/A,1,0
926,US,Mississippi,Tippah County,N/A,1,0
927,US,Mississippi,Tishomingo County,N/A,1,0
928,US,Mississippi,Tunica County,N/A,1,0
929,US,Mississippi,Walthall County,N/A,1,0
930,US,Mississippi,Yalobusha County,N/A,1,0
931,US,Mississippi,Yazoo County,N/A,1,0
932,US,Missouri,Andrew County,N/A,1,0
933,US,Missouri,Audrain County,N/A,1,0
934,US,Missouri,Bates County,N/A,1,0
935,US,Missouri,Bollinger County,N/A,1,0
936,US,Missouri,Callaway County,N/A,1,0
937,US,Missouri,Cape Girardeau County,N/A,1,0
938,US,Missouri,Chariton County,N/A,1,0
939,US,Missouri,Cole County,N/A,1,0
940,US,Missouri,Cooper County,N/A,1,0
941,US,Missouri,Dent County,N/A,1,0
942,US,Missouri,Dunklin County,N/A,1,0
943,US,Missouri,Gasconade County,N/A,1,0
944,US,Missouri,Gentry County,N/A,1,0
945,US,Missouri,Hickory County,N/A,1,0
946,US,Missouri,Howell County,N/A,1,0
947,US,Missouri,Laclede County,N/A,1,0
948,US,Missouri,Maries County,N/A,1,0
949,US,Missouri,McDonald County,N/A,1,0
950,US,Missouri,Moniteau County,N/A,1,0
951,US,Missouri,New Madrid County,N/A,1,0
952,US,Missouri,Nodaway County,N/A,1,0
953,US,Missouri,Oregon County,N/A,1,0
954,US,Missouri,Ozark County,N/A,1,0
955,US,Missouri,Pemiscot County,N/A,1,0
956,US,Missouri,Pettis County,N/A,1,0
957,US,Missouri,Phelps County,N/A,1,0
958,US,Missouri,Platte County,N/A,1,0
959,US,Missouri,Ralls County,N/A,1,0
960,US,Missouri,Ray County,N/A,1,0
961,US,Missouri,Shannon County,N/A,1,0
962,US,Missouri,St. Charles County,N/A,1,0
963,US,Missouri,St. Francois County,N/A,1,0
964,US,Missouri,St. Louis,St. Louis,1,1
965,US,Missouri,Ste. Genevieve County,N/A,1,0
966,US,Missouri,Stoddard County,N/A,1,0
967,US,Missouri,Taney County,N/A,1,0
968,US,Missouri,Texas County,N/A,1,0
969,US,Missouri,Vernon County,N/A,1,0
970,US,Montana,Beaverhead County,N/A,1,0
971,US,Montana,Big Horn County,N/A,1,0
972,US,Montana,Broadwater County,N/A,1,0
973,US,Montana,Carbon County,N/A,1,0
974,US,Montana,Cascade County,N/A,1,0
975,US,Montana,Custer County,N/A,1,0
976,US,Montana,Deer Lodge County,N/A,1,0
977,US,Montana,Fergus County,N/A,1,0
978,US,Montana,Flathead County,N/A,1,0
979,US,Montana,Glacier County,N/A,1,0
980,US,Montana,Hill County,N/A,1,0
981,US,Montana,Lewis and Clark County,N/A,1,0
982,US,Montana,Mineral County,N/A,1,0
983,US,Montana,Missoula County,N/A,1,0
984,US,Montana,Pondera County,N/A,1,0
985,US,Montana,Ravalli County,N/A,1,0
986,US,Montana,Roosevelt County,N/A,1,0
987,US,Montana,Rosebud County,N/A,1,0
988,US,Montana,Sanders County,N/A,1,0
989,US,Montana,Silver Bow County,N/A,1,0
990,US,Montana,Stillwater County,N/A,1,0
991,US,Montana,Yellowstone County,N/A,1,0
992,US,Nebraska,Antelope County,N/A,1,0
993,US,Nebraska,Box Butte County,N/A,1,0
994,US,Nebraska,Buffalo County,N/A,1,0
995,US,Nebraska,Burt County,N/A,1,0
996,US,Nebraska,Cherry County,N/A,1,0
997,US,Nebraska,Cheyenne County,N/A,1,0
998,US,Nebraska,Colfax County,N/A,1,0
999,US,Nebraska,Cuming County,N/A,1,0
1000,US,Nebraska,Dawes County,N/A,1,0
1001,US,Nebraska,Deuel County,N/A,1,0
1002,US,Nebraska,Dixon County,N/A,1,0
1003,US,Nebraska,Gage County,N/A,1,0
1004,US,Nebraska,Holt County,N/A,1,0
1005,US,Nebraska,Kearney County,N/A,1,0
1006,US,Nebraska,Keith County,N/A,1,0
1007,US,Nebraska,Kimball County,N/A,1,0
1008,US,Nebraska,Lancaster County,N/A,1,0
1009,US,Nebraska,Merrick County,N/A,1,0
1010,US,Nebraska,Morrill County,N/A,1,0
1011,US,Nebraska,Otoe County,N/A,1,0
1012,US,Nebraska,Red Willow County,N/A,1,0
1013,US,Nebraska,Richardson County,N/A,1,0
1014,US,Nebraska,Sarpy County,N/A,1,0
1015,US,Nebraska,Saunders County,N/A,1,0
1016,US,Nebraska,Scotts Bluff County,N/A,1,0
1017,US,Nebraska,Stanton County,N/A,1,0
1018,US,Nebraska,Thayer County,N/A,1,0
1019,US,Nebraska,Thurston County,N/A,1,0
1020,US,Nevada,Carson City,N/A,1,0
1021,US,Nevada,Churchill County,N/A,1,0
1022,US,Nevada,Elko County,N/A,1,0
1023,US,Nevada,Lander County,N/A,1,0
1024,US,Nevada,Nye County,N/A,1,0
1025,US,Nevada,Pershing County,N/A,1,0
1026,US,Nevada,Storey County,N/A,1,0
1027,US,Nevada,Washoe County,N/A,1,0
1028,US,Nevada,White Pine County,N/A,1,0
1029,US,New Hampshire,Belknap County,N/A,1,0
1030,US,New Hampshire,Cheshire County,N/A,1,0
1031,US,New Hampshire,Coos County,N/A,1,0
1032,US,New Hampshire,Grafton County,N/A,1,0
1033,US,New Hampshire,Merrimack County,N/A,1,0
1034,US,New Hampshire,Rockingham County,N/A,1,0
1035,US,New Hampshire,Strafford County,N/A,1,0
1036,US,New Jersey,Atlantic County,N/A,1,0
1037,US,New Jersey,Bergen County,N/A,1,0
1038,US,New Jersey,Burlington County,N/A,1,0
1039,US,New Jersey,Cape May County,N/A,1,0
1040,US,New Jersey,Gloucester County,N/A,1,0
1041,US,New Jersey,Hudson County,N/A,1,0
1042,US,New Jersey,Hunterdon County,N/A,1,0
1043,US,New Jersey,Monmouth County,N/A,1,0
1044,US,New Jersey,Ocean County,N/A,1,0
1045,US,New Jersey,Passaic County,N/A,1,0
1046,US,New Jersey,Salem County,N/A,1,0
1047,US,New Mexico,Bernalillo County,Albuquerque,1,1
1048,US,New Mexico,Chaves County,N/A,1,0
1049,US,New Mexico,Cibola County,N/A,1,0
1050,US,New Mexico,Curry County,N/A,1,0
1051,US,New Mexico,Doña Ana County,N/A,1,0
1052,US,New Mexico,Eddy County,N/A,1,0
1053,US,New Mexico,Guadalupe County,N/A,1,0
1054,US,New Mexico,Hidalgo County,N/A,1,0
1055,US,New Mexico,Lea County,N/A,1,0
1056,US,New Mexico,Los Alamos County,N/A,1,0
1057,US,New Mexico,Luna County,Ventura,1,1
1058,US,New Mexico,McKinley County,N/A,1,0
1059,US,New Mexico,Quay County,N/A,1,0
1060,US,New Mexico,Rio Arriba County,N/A,1,0
1061,US,New Mexico,San Juan County,N/A,1,0
1062,US,New Mexico,Sandoval County,N/A,1,0
1063,US,New Mexico,Santa Fe County,N/A,1,0
1064,US,New Mexico,Sierra County,N/A,1,0
1065,US,New Mexico,Socorro County,N/A,1,0
1066,US,New Mexico,Taos County,N/A,1,0
1067,US,New Mexico,Torrance County,N/A,1,0
1068,US,New Mexico,Valencia County,N/A,1,0
1069,US,New York,Albany County,N/A,1,0
1070,US,New York,Bronx County,N/A,1,0
1071,US,New York,Broome County,N/A,1,0
1072,US,New York,Cattaraugus County,N/A,1,0
1073,US,New York,Cayuga County,N/A,1,0
1074,US,New York,Chautauqua County,N/A,1,0
1075,US,New York,Chemung County,N/A,1,0
1076,US,New York,Chenango County,N/A,1,0
1077,US,New York,Cortland County,N/A,1,0
1078,US,New York,Dutchess County,N/A,1,0
1079,US,New York,Erie County,N/A,1,0
1080,US,New York,Herkimer County,N/A,1,0
1081,US,New York,New York County,N/A,1,0
1082,US,New York,Niagara County,N/A,1,0
1083,US,New York,Onondaga County,N/A,1,0
1084,US,New York,Ontario County,N/A,1,0
1085,US,New York,Orleans County,New Orleans,1,1
1086,US,New York,Oswego County,N/A,1,0
1087,US,New York,Queens County,N/A,1,0
1088,US,New York,Rensselaer County,N/A,1,0
1089,US,New York,Rockland County,N/A,1,0
1090,US,New York,Saratoga County,N/A,1,0
1091,US,New York,Schenectady County,N/A,1,0
1092,US,New York,Schoharie County,N/A,1,0
1093,US,New York,Seneca County,N/A,1,0
1094,US,New York,St. Lawrence County,N/A,1,0
1095,US,New York,Tioga County,N/A,1,0
1096,US,New York,Tompkins County,N/A,1,0
1097,US,New York,Ulster County,N/A,1,0
1098,US,New York,Westchester County,N/A,1,0
1099,US,New York,Wyoming County,N/A,1,0
1100,US,New York,Yates County,N/A,1,0
1101,US,North Carolina,Alamance County,N/A,1,0
1102,US,North Carolina,Alleghany County,N/A,1,0
1103,US,North Carolina,Anson County,N/A,1,0
1104,US,North Carolina,Ashe County,N/A,1,0
1105,US,North Carolina,Avery County,N/A,1,0
1106,US,North Carolina,Beaufort County,N/A,1,0
1107,US,North Carolina,Bertie County,N/A,1,0
1108,US,North Carolina,Bladen County,N/A,1,0
1109,US,North Carolina,Brunswick County,N/A,1,0
1110,US,North Carolina,Buncombe County,N/A,1,0
1111,US,North Carolina,Cabarrus County,N/A,1,0
1112,US,North Carolina,Carteret County,N/A,1,0
1113,US,North Carolina,Caswell County,N/A,1,0
1114,US,North Carolina,Catawba County,N/A,1,0
1115,US,North Carolina,Chowan County,N/A,1,0
1116,US,North Carolina,Columbus County,N/A,1,0
1117,US,North Carolina,Craven County,N/A,1,0
1118,US,North Carolina,Currituck County,N/A,1,0
1119,US,North Carolina,Dare County,N/A,1,0
1120,US,North Carolina,Davidson County,Nashville,1,1
1121,US,North Carolina,Davie County,N/A,1,0
1122,US,North Carolina,Duplin County,N/A,1,0
1123,US,North Carolina,Durham County,N/A,1,0
1124,US,North Carolina,Edgecombe County,N/A,1,0
1125,US,North Carolina,Gaston County,N/A,1,0
1126,US,North Carolina,Gates County,N/A,1,0
1127,US,North Carolina,Granville County,N/A,1,0
1128,US,North Carolina,Guilford County,Greensboro,1,1
1129,US,North Carolina,Halifax County,N/A,1,0
1130,US,North Carolina,Harnett County,N/A,1,0
1131,US,North Carolina,Haywood County,N/A,1,0
1132,US,North Carolina,Hertford County,N/A,1,0
1133,US,North Carolina,Hoke County,N/A,1,0
1134,US,North Carolina,Iredell County,N/A,1,0
1135,US,North Carolina,Johnston County,N/A,1,0
1136,US,North Carolina,Lenoir County,N/A,1,0
1137,US,North Carolina,McDowell County,N/A,1,0
1138,US,North Carolina,Mecklenburg County,Charlotte,1,1
1139,US,North Carolina,Moore County,N/A,1,0
1140,US,North Carolina,Nash County,N/A,1,0
1141,US,North Carolina,New Hanover County,N/A,1,0
1142,US,North Carolina,Northampton County,N/A,1,0
1143,US,North Carolina,Onslow County,N/A,1,0
1144,US,North Carolina,Pamlico County,N/A,1,0
1145,US,North Carolina,Pasquotank County,N/A,1,0
1146,US,North Carolina,Pender County,N/A,1,0
1147,US,North Carolina,Perquimans County,N/A,1,0
1148,US,North Carolina,Person County,N/A,1,0
1149,US,North Carolina,Pitt County,N/A,1,0
1150,US,North Carolina,Robeson County,N/A,1,0
1151,US,North Carolina,Rutherford County,N/A,1,0
1152,US,North Carolina,Sampson County,N/A,1,0
1153,US,North Carolina,Scotland County,N/A,1,0
1154,US,North Carolina,Stanly County,N/A,1,0
1155,US,North Carolina,Stokes County,N/A,1,0
1156,US,North Carolina,Surry County,N/A,1,0
1157,US,North Carolina,Swain County,N/A,1,0
1158,US,North Carolina,Transylvania County,N/A,1,0
1159,US,North Carolina,Vance County,N/A,1,0
1160,US,North Carolina,Wake County,Raleigh,1,1
1161,US,North Carolina,Watauga County,N/A,1,0
1162,US,North Carolina,Yadkin County,N/A,1,0
1163,US,North Carolina,Yancey County,N/A,1,0
1164,US,North Dakota,Barnes County,N/A,1,0
1165,US,North Dakota,Bottineau County,N/A,1,0
1166,US,North Dakota,Burleigh County,N/A,1,0
1167,US,North Dakota,Dunn County,N/A,1,0
1168,US,North Dakota,Grand Forks County,N/A,1,0
1169,US,North Dakota,McKenzie County,N/A,1,0
1170,US,North Dakota,Morton County,N/A,1,0
